id,imdb_id,popularity,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
301875,tt3289728,1.959765,0,2000000,Equals,Kristen Stewart|Nicholas Hoult|Guy Pearce|Jacki Weaver|Bel Powley,http://equals-the-movie.com/,Drake Doremus,Find your equal.,illustrator|sex scene|near future|infected|emotions,A futuristic love story set in a world where emotions have been eradicated.,101,Drama|Romance|Science Fiction,Scott Free Productions|Infinite Frameworks Studios|Freedom Media|Route One Entertainment,9/4/15,135,5.6,2015,0,1839999.19040035
370687,tt3608646,1.876037,0,0,Mythica: The Necromancer,Melanie Stone|Adam Johnson|Kevin Sorbo|Nicola Posener|Jake Stormoen,http://www.mythicamovie.com/#!blank/y9ake,A. Todd Smith,,sword|magic|sorcery|necromancer,Mallister takes Thane prisoner and forces Marek and her team on a quest.  Marek tracks down the Necromancer for a final showdown for the Darkspore.,0,Fantasy|Action|Adventure,Arrowstorm Entertainment|Camera 40 Productions|Bellpond Films,12/19/15,11,5.4,2015,0,0
287903,tt3850590,1.448002,15000000,61548707,Krampus,Adam Scott|Toni Collette|Allison Tolman|David Koechner|Emjay Anthony,http://www.krampusthefilm.com/,Michael Dougherty,You don't want to be on his list.,fire|winter|santa claus|snow storm|christmas tree,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,98,Horror|Comedy|Fantasy,Universal Pictures|Legendary Pictures,11/26/15,342,5.9,2015,13799993.9280026,56624785.5250943
266294,tt1850457,1.376605,30000000,105011053,Sisters,Tina Fey|Amy Poehler|John Leguizamo|Ike Barinholtz|Maya Rudolph,http://www.sistersfilm.com/,Jason Moore,Big sisters don't always know best.,sister sister relationship|childhood home,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,118,Comedy,Little Stranger,12/18/15,399,5.9,2015,27599987.8560053,96610126.2515444
86828,tt1727770,1.360827,0,5189646,Absolutely Anything,Simon Pegg|Kate Beckinsale|Rob Riggle|Sanjeev Bhaskar|Joanna Lumley,,Terry Jones,Great power. Total irresponsibility.,london|alien|teacher|talking animal|super powers,Eccentric aliens give a man the power to do anything he wants to determine if Earth is worth saving.,85,Comedy|Science Fiction,Premiere Picture|Bill and Ben Productions|GFM films,6/26/15,199,5.8,2015,0,4774472.21923222
294016,tt3203606,1.316239,15000000,8235661,Trumbo,Bryan Cranston|Diane Lane|Helen Mirren|Elle Fanning|Louis C.K.,,Jay Roach,Are you now or have you ever been...,screenwriter|communist|biography|film history|hollywood,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,124,Drama,Groundswell Productions|Inimitable Pictures|ShivHans Pictures,10/27/15,273,7.2,2015,13799993.9280026,7576804.78620589
272878,tt3369806,1.278928,20000000,43967255,Max,Thomas Haden Church|Josh Wiggins|Lauren Graham|Robbie Amell|Mia Xitlali,,Boaz Yakin,Best Friend. Hero. Marine.,afghanistan|war|based on true story|rescue|betrayal,A dog that helped soldiers in Afghanistan returns to the U.S. and is adopted by his handler's family after suffering a traumatic experience.,111,Adventure|Drama|Family,Sunswept Entertainment|Warner Bros.|Metro-Goldwyn-Mayer (MGM),6/26/15,214,7,2015,18399991.9040035,40449856.802063
321751,tt3577624,1.245224,0,1702433,A Perfect Day,Olga Kurylenko|Benicio del Toro|Tim Robbins|MÃ©lanie Thierry|Fedja Stukan,,Fernando LeÃ³n de Aranoa,,road movie,Film about a group of aid workers trying to resolve a crisis in an armed conflict zone in the Balkans.,106,Comedy|Drama,Reposado Producciones|TelevisiÃ³n EspaÃ±ola (TVE)|Mediapro,8/28/15,102,6.3,2015,0,1566237.67085542
268920,tt2967224,1.178831,35000000,51680201,Hot Pursuit,Reese Witherspoon|SofÃ­a Vergara|Michael Mosley|John Carroll Lynch|Richard T. Jones,,Anne Fletcher,Armed and Sort-of Dangerous.,texas|prisoner|cop|drug cartel|on the run,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,87,Action|Crime|Comedy,New Line Cinema|Warner Bros.|Metro-Goldwyn-Mayer (MGM)|Pacific Standard,5/8/15,472,5.5,2015,32199985.8320062,47545763.9998638
228066,tt1976009,1.138395,40000000,34227298,Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,http://www.foxmovies.com/movies/victor-frankenstein,Paul McGuigan,Discover the origin of the monster and his creation.,london|frankenstein|human experiment|reanimated corpse|frankenstein's monster,Eccentric scientist Victor Von Frankenstein creates a grotesque creature in an unorthodox scientific experiment.,109,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Moving Picture Company (MPC)|TSG Entertainment,11/10/15,408,5.5,2015,36799983.8080071,31489100.3047958
291270,tt2401878,1.125239,8000000,3759286,Anomalisa,Jennifer Jason Leigh|David Thewlis|Tom Noonan,http://www.anomalisa.com/,Duke Johnson|Charlie Kaufman,,sex|depression|existentialism,A man crippled by the mundanity of his life experiences something out of the ordinary.,90,Animation|Comedy|Drama|Romance,Starburns Industries,12/30/15,259,6.7,2015,7359996.76160142,3458541.59824169
245698,tt1596345,1.063055,0,0,Pawn Sacrifice,Tobey Maguire|Lily Rabe|Peter Sarsgaard|Liev Schreiber|Sophie NÃ©lisse,,Edward Zwick,On the board he fought the Cold War. In his mind he fought his madness.,chess|cold war|russia|biography|victory,American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.,114,Drama,Material Pictures|MICA Entertainment|PalmStar Media|Gail Katz Productions,9/16/15,148,6.6,2015,0,0
252512,tt1791682,0.93762,10000000,7587485,While We're Young,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin,,Noah Baumbach,Life Never Gets Old.,marriage|middle age,An uptight documentary filmmaker and his wife find their lives loosened up a bit after befriending a free-spirited younger couple.,97,Drama|Comedy,Scott Rudin Productions|A24,3/27/15,265,5.9,2015,9199995.95200178,6980483.12858742
245168,tt3077214,0.898295999999999,14000000,16002420,Suffragette,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson,,Sarah Gavron,Mothers. Daughters. Rebels.,london|biography|feminist|period drama|woman director,Based on true events about the foot soldiers of the early feminist movement who were forced underground to evade the State.,106,Drama|History,Ruby Films|PathÃ©|Film4,10/16/15,231,7.1,2015,12879994.3328024,14722219.9222232
248574,tt1731701,0.880268,0,6075,Barely Lethal,Hailee Steinfeld|Sophie Turner|Jessica Alba|Samuel L. Jackson|Dove Cameron,,Kyle Newman,Click. Clique. Bang.,assassin|high school,"A 16-year-old international assassin yearning for a ""normal"" adolescence fakes her own death and enrolls as a senior in a suburban high school. She quickly learns that being popular can be more painful than getting water-boarded.",96,Adventure|Action|Comedy,A24,4/30/15,215,5.5,2015,0,5588.99754084108
250734,tt2935476,0.842202,0,30229977,Far from the Madding Crowd,Carey Mulligan|Matthias Schoenaerts|Michael Sheen|Tom Sturridge|Juno Temple,,Thomas Vinterberg,,sheep|rural setting|housekeeper,A beautiful young woman maintains relationships with three very different men.,119,Romance|Drama,Fox Searchlight Pictures|DNA Films|BBC Films,5/1/15,220,6.9,2015,0,27811566.6029106
268238,tt2555736,0.832487,10000000,85978266,The Second Best Exotic Marigold Hotel,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy,,John Madden,,old people's home,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,122,Drama|Comedy,Participant Media|Fox Searchlight|Blueprint Pictures,2/26/15,196,6.4,2015,9199995.95200178,79099969.9160132
256962,tt1810683,0.829111,20000000,6420319,Little Boy,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie,http://www.littleboymovie.com/,Alejandro Monteverde,Believe the impossible.,,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,106,Comedy|Drama|War,Metanoia Films,4/23/15,113,7.1,2015,18399991.9040035,5906690.88105601
222936,tt1243974,0.814206,37000000,26250020,Aloha,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray,,Cameron Crowe,Sometimes you have to say goodbye before you can say hello.,hawaii|military,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,105,Adventure|Comedy|Romance,Columbia Pictures|Vinyl Films|Regency Enterprises|Sony Pictures Entertainment (SPE)|RatPac Entertainment,5/27/15,469,5.2,2015,34039985.0224065,24150007.7739965
310133,tt3813310,0.77107,0,134552,Cop Car,Kevin Bacon|James Freedson-Jackson|Hays Wellford|Shea Whigham|Camryn Manheim,,Jon Watts,Their first drive could be their last.,sheriff|colorado|murder|suspense|shootout,Two kids find themselves in the centre of a deadly game of cat and mouse after taking a sheriff's cruiser for a joy ride.,86,Thriller,Park Pictures|Audax Films|Dark Arts Film|End Cue,8/7/15,174,5.5,2015,0,123787.785533374
312831,tt2474976,0.719407,0,0,The Hallow,Joseph Mawle|Bojana NovakoviÄ‡|Michael McElhatton|Gary Lydon|Stuart Graham,http://www.corinhardy.com/the-woods/,Corin Hardy,Nature has a dark side.,baby|fairy tale|tree|transformation|mill,A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.,97,Fantasy|Horror,Prescience|Bord Scannan na hEireann / Irish Film Board|Fantastic Films|Altitude Film Entertainment|Occupant Entertainment,11/6/15,122,4.9,2015,0,0
306745,tt1658801,0.706023,7000000,573335,Freeheld,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes,http://www.freeheld.movie/,Peter Sollett,A true story of love and injustice.,new jersey|equality|lesbian couple|cancer,New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,103,Romance|Drama,Double Feature Films|Endgame Entertainment|High Frequency Entertainment,10/2/15,86,7.1,2015,6439997.16640124,527467.967914094
300693,tt3859076,0.69957,9600000,2541554,Truth,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid,,James Vanderbilt,,document|biography|one word title|tv reporter|directorial debut,A behind-the-scenes look at news anchor Dan Rather during his final days at C.B.S. News when he broadcast a damaging report about how President Bush relied on privilege and family connections to avoid fighting in the Vietnam War.,121,Drama,Echo Lake Entertainment|RatPac Entertainment|Mythology Entertainment (II),9/12/15,89,6.4,2015,8831996.11392171,2338228.65117939
333381,tt2948790,0.696184,0,0,Return to Sender,Rosamund Pike|Rumer Willis|Nick Nolte|Scout Taylor-Compton|Shiloh Fernandez,,Fouad Mikati,She will have he revenge.,date|prison|nurse|rape|flirting,A nurse living in small town goes on a blind date with a man who is not the person he says he is.,95,Thriller,Voltage Pictures|Arrow Films|Boo Pictures,5/31/15,88,5,2015,0,0
256924,tt1772288,0.690479,10000000,10835752,Danny Collins,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer,,Dan Fogelman,A letter from John Lennon changed his life,rock star|middle age,An ageing rock star decides to change his life when he discovers a 40-year-old letter written to him by John Lennon.,107,Comedy|Drama|Music,Big Indie Pictures|ShivHans Pictures,3/20/15,114,6.6,2015,9199995.95200178,9968887.45368952
330982,tt2815902,0.604928,0,0,The Childhood of a Leader,BÃ©rÃ©nice Bejo|Liam Cunningham|Robert Pattinson|Stacy Martin|Yolande Moreau,,Brady Corbet,Witness the birth of a terrifying ego,,This chilling fable about the rise of fascism in the 20th Century tells the story of a young American boy living in France in 1918 whose father is working for the US government on the creation of the Treaty of Versailles. What he witnesses helps to mould his beliefs â€“ and we witness the birth of a terrifying ego.,116,Mystery|Drama|Horror,Hepp Film|Bow and Arrow Entertainment|FilmTeam|Bron Capital Partners,9/2/15,25,3.6,2015,0,0
300792,tt1618448,0.584363,0,0,Racing Extinction,Elon Musk|Jane Goodall|Louie Psihoyos|Leilani Munter|Charles Hambleton,http://www.racingextinction.com,Louie Psihoyos,It's better to light one candle than curse the darkness.,animal species|earth|scientist|globe|activist,An unlikely team of activists and innovators hatches a bold mission to save endangered species.,90,Adventure|Documentary,,1/24/15,36,7.8,2015,0,0
319075,tt4229236,0.569443,0,0,Cobain: Montage of Heck,Kurt Cobain|Dave Grohl|Courtney Love|Krist Novoselic,,Brett Morgen,,,The authorized documentary on late Guitar/lead singer Kurt Cobain from his early days in Aberdeen Washington to his success and downfall with Grunge band Nirvana.,132,Music|Documentary,HBO Documentary Films|Public Road Productions,3/23/15,197,7.5,2015,0,0
334527,tt3687310,0.560743999999999,7000000,0,Criminal Activities,Dan Stevens|John Travolta|Michael Pitt|Jackie Earle Haley|Travis Aaron Wade,,Jackie Earle Haley,Leave the crime to the criminals,mobster|money problems|borrow|trouble|classmates,Four young men make a risky investment together that puts them in trouble with the mob.,94,Thriller|Crime|Drama,NeeNee Productions|Capacity Pictures|May Day Movies,11/20/15,67,5.9,2015,6439997.16640124,0
278236,tt3149038,0.547827,0,0,X+Y,Asa Butterfield|Rafe Spall|Sally Hawkins|Eddie Marsan|Jo Yang,https://www.facebook.com/TheOfficialXPlusY/,Morgan Matthews,True genius comes from opening your heart,child prodigy|mathematics|death of father|coming of age|teenager,A socially awkward teenage math prodigy finds new confidence and new friendships when he lands a spot on the British squad at the International Mathematics Olympiad.,111,Drama,Original Pictures|Head Gear Films|Minnow Films,3/13/15,133,6,2015,0,0
363689,tt4229298,0.5327,0,0,The Unspoken,Jodelle Ferland|Sunny Suljic|Neal McDonough|Matt Bellefleur|Fulvio Cecere,,Sheldon Wilson,,,In 1997 the close-knit Anderson family vanished from their home without a trace. No bodies were ever found and no explanation satisfied curiosity. For 17 years the house has remained undisturbed...until now. This eerily expert frightener is further enlivened by terrific performances from â€˜Suitsâ€™/â€™Arrowâ€™ star Neal McDonough and SILENT HILL/THE TALL MAN/TIDELANDâ€™s Jodelle Ferland.,90,Thriller|Horror,Lighthouse Pictures|Sapphire Fire Limited,10/24/15,10,4.1,2015,0,0
333596,tt4183692,0.52025,0,0,Woodlawn,C. Thomas Howell|Sean Astin|Jon Voight|Virginia Williams|Brando Eaton,,Andrew Erwin|Jon Erwin,One Hope. One Truth. One Way (John 14:6),sport|racism,Love and unity in a school torn by racism and hate in the 1970s.,123,Drama,Sony Pictures,10/16/15,32,6.8,2015,0,0
318954,tt2433040,0.514735,0,1236094,Beyond the Mask,Andrew Cheney|John Rhys-Davies|Kara Killmer|Adetokumboh M'Cormack|Steve Blackwood,,Chad Burns,,mercenary,A former assassin tries to redeem himself by becoming a masked highwayman in Colonial America.,103,Action,Burns Family Studios,4/6/15,13,6.2,2015,0,1137205.97962936
289191,tt3004746,0.513386,0,0,I Am Here,Kim Basinger|Jordan Prentice|Sebastian Schipper|Peter Stormare|Robert Hunger-BÃ¼hler,,Anders Morgenthaler,Fear nothing. Risk everything.,prostitute|border|black market|business woman|mortal danger,Successful businesswoman Maria has achieved everything except what she wants the most - a baby of her own. She decides to deal with the matter by herself and embarks on a desperate and dangerous journey in order to make her dream come true.,97,Drama|Thriller,Zentropa Entertainments,6/12/15,18,4,2015,0,0
252164,tt3029476,0.504827999999999,0,0,Pressure,Danny Huston|Joe Cole|Alan McKenna|Matthew Goode|Ian Pirie,,Ron Scalpello,,survival,Four divers are stuck deep underwater in a vessel after a freak storm destroys their ship. Will they survive?,91,Drama|Thriller,Isle of Man Film|Bigscope Films|Pinewood Pictures,6/4/15,29,5,2015,0,0
360784,tt2131532,0.502489,0,0,Hidden,Alexander SkarsgÃ¥rd|Andrea Riseborough|Emily Alyn Lind|Heather Doerksen|William Ainscough,,Ross Duffer|Matt Duffer,,helicopter|underground|nightmare|quarantine|outbreak,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.,83,Thriller|Horror,Primal Pictures|Warner Bros.,9/15/15,96,6.5,2015,0,0
336313,tt2141773,0.497265,0,157768,Hell & Back,Mila Kunis|Bob Odenkirk|T.J. Miller|Susan Sarandon|Jennifer Coolidge,http://shadowmachine.com/#/projects/featured/hell_back,Tom Gianas|Ross Shuman,We'll see you there,orpheus|carnival|hell|stop motion animation|devil,Two best friends set out to rescue their pal after he's accidentally dragged to hell.,86,Fantasy|Comedy|Animation,Freestyle Releasing|ShadowMachine Films,10/2/15,47,4.3,2015,0,145146.496135541
323373,tt3705412,0.454151,0,0,Deathgasm,Milo Cawthorne|Kimberley Crossman|Sam Berkley|Delaney Tabron|Colin Moy,http://deathgasmthemovie.com/,Jason Lei Howden,Evil is coming...,new zealand|college|friendship|teenage boy|metal band,Two teenage boys unwittingly summon an ancient evil entity known as The Blind One by delving into black magic while trying to escape their mundane lives.,86,Comedy|Horror,The New Zealand Film Commission|Timpson Films|MPI Media Group|Metalheads,8/28/15,83,6.5,2015,0,0
257444,tt2443822,0.443525,0,0,The Boy,David Morse|Rainn Wilson|Jared Breeze|Mike Vogel|Zuleikha Robinson,,Craig Macneill,Evil Always Begins Somewhere.,,An intimate portrait of a 9 year old sociopath as he discovers his taste for killing.,110,Thriller|Drama|Horror,Chiller Films|SpectreVision,8/14/15,22,6.1,2015,0,0
279690,tt2386404,0.441402,0,0,He Never Died,Henry Rollins|Booboo Stewart|Jordan Todosey|Steven Ogg|James Cade,,Jason Krawczyk,Bullets. Blood. Bingo.,,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,99,Thriller|Horror|Comedy|Drama,Alternate Ending Studios|108 Media,3/17/15,65,6.3,2015,0,0
244316,tt1694021,0.429892,10000000,0,Grizzly,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus,,David Hackl,Hunt or be hunted.,grizzly bear|wilderness|alaska|survival|bear,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.,94,Action|Horror|Thriller,Purple Pictures|Paul Schiff Productions|Indomitable Entertainment,2/27/15,35,5,2015,9199995.95200178,0
352208,tt4897822,0.427116,0,0,Where to Invade Next,Michael Moore|Krista Kiuru|Tim Walker,http://wheretoinvadenext.com/,Michael Moore,Prepare to be liberated,germany|italy|france|usa|portugal,"Academy Award-winning director Michael Moore returns with what may be his most provocative and hilarious film yet: Moore tells the Pentagon to ""stand down"" â€” he will do the invading for America from now on.",120,Documentary,Dog Eat Dog Films|IMG Films,12/23/15,67,7.2,2015,0,0
277713,tt2262161,0.42179,0,0,Sunset Song,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine,,Terence Davies,,,The daughter of a Scottish farmer comes of age in the early 1900s.,135,Drama,Iris productions|Hurricane Films|SellOutPictures,12/4/15,19,7.1,2015,0,0
344854,tt4167720,0.415041,0,0,The Pack,Anna Lise Phillips|Jack Campbell|Katie Moore|Hamish Phillips|Kieran Thomas McNamara,http://www.prodigymovies.com/catalogue/,Nick Robertson,You can't outrun them. You can't hide from them.,,Manâ€™s best friend becomes his worst nightmare when a horde of bloodthirsty wild dogs descends upon a familyâ€™s farmhouse in a fang-bearing fight for survival.,90,Thriller|Horror,Kojo Pictures|Lightning Entertainment|Screen Australia|ProdigyMovies|IFC Midnight,8/5/15,15,5.5,2015,0,0
234212,tt1841642,0.414913,3000000,3387000,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,,Will Canon,Every House Has It's Secrets,,A police officer and a psychologist investigate the deaths of five people who were killed while trying to summon ghosts.,83,Thriller|Horror,Icon Entertainment International|Dimension Films|First Point Entertainment|IM Global,2/12/15,91,5,2015,2759998.78560053,3116038.628943
354220,tt3826866,0.370258,0,0,The Girl in the Photographs,Kal Penn|Claudia Lee|Kenny Wormald|Toby Hemingway|Luke Baines,,Nick Simon,,serial killer|tied feet|tied up while barefoot,Images coming from the crimes committed by a deranged pair of murderers bring a small town woman to the attention of a celebrity lensman. But how much danger will enter her life as a result of all this attention?,95,Crime|Horror|Thriller,,9/14/15,10,4.7,2015,0,0
